ID_Chamado,Usuario,Departamento,Data_Abertura,Data_Fechamento,Categoria,Subcategoria,Canal_Atendimento,Prioridade,Status,Tecnico,Tempo_Resolucao_Horas,Dentro_SLA,Nota_CSAT
CH00301,Pedro Lucas Andrade,RH,2026-03-21 17:18:47,2026-03-23 05:06:47,Redes,Lentidão na VPN,Portal de TI,Média,Resolvido,Carlos Souza,35.8,Não,4.0
CH00302,Sr. Caleb da Rocha,RH,2026-05-13 03:57:24,2026-05-14 16:33:24,Hardware,Impressora travada,E-mail,Média,Resolvido,Carlos Souza,36.6,Não,5.0
CH00303,Sra. Emanuella Costa,RH,2026-04-18 14:45:45,2026-04-19 03:45:45,Redes,Cabo de rede desconectado,E-mail,Baixa,Fechado,Bruno Costa,13.0,Sim,3.0
CH00304,Maria Clara Moura,Operações,2026-03-30 17:24:23,2026-03-31 10:36:23,Acessos,Reset de senha AD,E-mail,Média,Fechado,Bruno Costa,17.2,Sim,4.0
CH00305,Enzo da Cunha,Comercial,2026-05-05 14:43:06,2026-05-06 18:19:06,Hardware,Impressora travada,Portal de TI,Alta,Fechado,Carlos Souza,27.6,Não,5.0
CH00306,Lucca Camargo,RH,2026-05-03 16:14:19,2026-05-05 11:32:19,Hardware,Impressora travada,Portal de TI,Média,Reaberto,Bruno Costa,43.3,Não,4.0
CH00307,Diego Sá,Logística,2026-05-02 08:44:35,2026-05-02 16:08:35,Hardware,Teclado com defeito,Telefone,Baixa,Fechado,Bruno Costa,7.4,Sim,5.0
CH00308,Maria Laura Novais,Operações,2026-04-08 19:10:20,2026-04-09 15:22:20,Redes,Cabo de rede desconectado,Portal de TI,Baixa,Resolvido,Carlos Souza,20.2,Sim,5.0
CH00309,Miguel Albuquerque,Logística,2026-04-22 09:46:10,2026-04-23 13:52:10,Redes,Lentidão na VPN,Portal de TI,Média,Resolvido,Ana Silva,28.1,Não,3.0
CH00310,Camila Marques,Comercial,2026-04-12 13:41:06,2026-04-14 12:11:06,Acessos,Permissão de pasta em rede,Portal de TI,Baixa,Fechado,Carlos Souza,46.5,Não,4.0
CH00311,Julia Pacheco,RH,2026-04-22 16:19:07,2026-04-24 09:19:07,Redes,Wi-Fi instável,Telefone,Baixa,Resolvido,Ana Silva,41.0,Não,4.0
CH00312,Maria Fernanda Caldeira,RH,2026-04-23 21:18:20,,Acessos,Permissão de pasta em rede,Telefone,Alta,Em andamento,Bruno Costa,,Pendente,
CH00313,Amanda Pinto,Comercial,2026-04-09 14:17:47,2026-04-11 08:41:47,Software/ERP,Erro ao emitir nota,Portal de TI,Alta,Reaberto,Ana Silva,42.4,Não,5.0
CH00314,Sr. Benício Porto,Financeiro,2026-05-11 09:37:33,2026-05-11 18:01:33,Software/ERP,Instalação de software,Telefone,Alta,Resolvido,Ana Silva,8.4,Não,5.0
CH00315,Sra. Maria Luísa Camargo,Logística,2026-05-01 23:16:25,2026-05-02 22:22:25,Hardware,Teclado com defeito,WhatsApp,Baixa,Fechado,Ana Silva,23.1,Sim,5.0
CH00316,Arthur Miguel da Rosa,RH,2026-03-31 11:09:21,2026-04-02 10:33:21,Hardware,Impressora travada,E-mail,Alta,Resolvido,Daniela Lima,47.4,Não,5.0
CH00317,Calebe da Costa,Comercial,2026-05-04 17:21:01,,Redes,Cabo de rede desconectado,Portal de TI,Alta,Em andamento,Bruno Costa,,Pendente,
CH00318,Mathias Marques,Operações,2026-05-09 02:01:34,2026-05-10 20:01:34,Hardware,Computador não liga,WhatsApp,Alta,Resolvido,Bruno Costa,42.0,Não,4.0
CH00319,Ágatha Leão,Logística,2026-04-22 21:58:17,2026-04-24 04:16:17,Acessos,Criar novo usuário,E-mail,Média,Resolvido,Ana Silva,30.3,Não,5.0
CH00320,Dra. Daniela Leão,Comercial,2026-05-13 22:03:14,2026-05-14 04:21:14,Software/ERP,Acesso negado no sistema,E-mail,Baixa,Fechado,Bruno Costa,6.3,Sim,4.0
CH00321,Maria Luísa da Mota,RH,2026-03-27 12:11:20,2026-03-28 14:59:20,Software/ERP,Instalação de software,Portal de TI,Baixa,Resolvido,Bruno Costa,26.8,Não,4.0
CH00322,Sra. Helena Macedo,Logística,2026-03-21 01:41:11,2026-03-22 13:41:11,Redes,Wi-Fi instável,Telefone,Média,Resolvido,Ana Silva,36.0,Não,5.0
CH00323,Luiz Miguel Brito,Comercial,2026-04-30 01:40:06,2026-04-30 05:34:06,Redes,Cabo de rede desconectado,E-mail,Média,Resolvido,Daniela Lima,3.9,Sim,3.0
CH00324,Maria Alice Araújo,RH,2026-04-22 13:24:15,2026-04-23 07:18:15,Acessos,Reset de senha AD,WhatsApp,Média,Fechado,Ana Silva,17.9,Sim,4.0
CH00325,Gabriel Campos,Operações,2026-04-25 13:11:04,2026-04-25 16:35:04,Software/ERP,Instalação de software,Telefone,Baixa,Resolvido,Daniela Lima,3.4,Sim,4.0
CH00326,Heitor Ramos,Comercial,2026-05-01 01:01:12,2026-05-02 03:01:12,Software/ERP,Erro ao emitir nota,WhatsApp,Baixa,Fechado,Bruno Costa,26.0,Não,4.0
CH00327,Benicio Viana,Logística,2026-05-14 20:54:10,2026-05-15 12:54:10,Redes,Cabo de rede desconectado,E-mail,Baixa,Reaberto,Ana Silva,16.0,Sim,5.0
CH00328,Davi Lucas Viana,Financeiro,2026-04-19 06:35:04,2026-04-19 12:35:04,Redes,Cabo de rede desconectado,WhatsApp,Alta,Resolvido,Ana Silva,6.0,Não,4.0
CH00329,Bernardo Teixeira,Comercial,2026-05-11 17:00:50,2026-05-12 01:18:50,Software/ERP,Erro ao emitir nota,E-mail,Média,Fechado,Carlos Souza,8.3,Sim,2.0
CH00330,Henrique da Conceição,Operações,2026-05-10 16:50:58,2026-05-12 12:02:58,Acessos,Permissão de pasta em rede,WhatsApp,Baixa,Fechado,Carlos Souza,43.2,Não,5.0
CH00331,Alexandre da Mota,Logística,2026-04-18 19:03:04,2026-04-18 23:15:04,Software/ERP,Erro ao emitir nota,E-mail,Média,Fechado,Carlos Souza,4.2,Sim,5.0
CH00332,Vitor Hugo da Cunha,Operações,2026-03-31 22:35:57,2026-04-02 17:35:57,Redes,Wi-Fi instável,WhatsApp,Média,Resolvido,Ana Silva,43.0,Não,4.0
CH00333,Apollo Cardoso,RH,2026-04-03 20:03:34,2026-04-03 22:45:34,Hardware,Computador não liga,Telefone,Baixa,Fechado,Bruno Costa,2.7,Sim,5.0
CH00334,Sr. Lorenzo Almeida,Comercial,2026-03-19 08:04:44,2026-03-20 18:46:44,Redes,Lentidão na VPN,WhatsApp,Média,Resolvido,Ana Silva,34.7,Não,5.0
CH00335,Benjamim Cardoso,Comercial,2026-04-03 19:28:30,2026-04-05 18:34:30,Redes,Cabo de rede desconectado,Portal de TI,Alta,Resolvido,Carlos Souza,47.1,Não,2.0
CH00336,Bruna Souza,Comercial,2026-04-27 18:21:40,,Software/ERP,Erro ao emitir nota,Portal de TI,Média,Em andamento,Bruno Costa,,Pendente,
CH00337,Melissa Vasconcelos,Operações,2026-03-24 01:33:10,2026-03-25 01:27:10,Hardware,Teclado com defeito,E-mail,Média,Resolvido,Bruno Costa,23.9,Sim,4.0
CH00338,Bianca Machado,Comercial,2026-04-22 01:03:50,,Hardware,Teclado com defeito,WhatsApp,Média,Em andamento,Carlos Souza,,Pendente,
CH00339,Augusto Siqueira,Financeiro,2026-05-05 19:28:52,,Software/ERP,Erro ao emitir nota,E-mail,Média,Em andamento,Daniela Lima,,Pendente,
CH00340,Raul Ramos,Financeiro,2026-05-07 12:31:16,2026-05-09 12:25:16,Redes,Wi-Fi instável,Telefone,Baixa,Resolvido,Carlos Souza,47.9,Não,4.0
CH00341,Rhavi Guerra,Operações,2026-03-20 22:02:17,2026-03-22 02:08:17,Acessos,Reset de senha AD,WhatsApp,Média,Resolvido,Daniela Lima,28.1,Não,5.0
CH00342,Bianca Mendonça,Comercial,2026-04-28 06:44:29,2026-04-28 21:08:29,Acessos,Criar novo usuário,Portal de TI,Baixa,Resolvido,Daniela Lima,14.4,Sim,3.0
CH00343,Bruno Duarte,RH,2026-04-29 23:01:37,2026-04-30 09:07:37,Redes,Wi-Fi instável,E-mail,Baixa,Resolvido,Daniela Lima,10.1,Sim,4.0
CH00344,Benício Cardoso,Comercial,2026-05-15 22:53:15,2026-05-17 00:53:15,Hardware,Impressora travada,Telefone,Média,Resolvido,Carlos Souza,26.0,Não,2.0
CH00345,Lunna Garcia,Comercial,2026-04-13 14:17:08,2026-04-15 05:11:08,Redes,Wi-Fi instável,E-mail,Baixa,Fechado,Ana Silva,38.9,Não,5.0
CH00346,Laís Marques,Financeiro,2026-05-14 21:28:33,2026-05-15 16:46:33,Software/ERP,Acesso negado no sistema,WhatsApp,Crítica,Fechado,Daniela Lima,19.3,Não,5.0
CH00347,Marina Brito,RH,2026-05-05 23:28:16,2026-05-07 02:04:16,Redes,Wi-Fi instável,WhatsApp,Média,Fechado,Ana Silva,26.6,Não,5.0
CH00348,Helena Lopes,RH,2026-03-29 00:03:21,2026-03-29 06:45:21,Software/ERP,Instalação de software,Portal de TI,Crítica,Fechado,Ana Silva,6.7,Não,4.0
CH00349,Noah Fernandes,RH,2026-04-30 17:39:04,,Acessos,Reset de senha AD,Portal de TI,Baixa,Em andamento,Ana Silva,,Pendente,
CH00350,Maria Vitória Siqueira,Logística,2026-04-30 22:10:51,,Hardware,Teclado com defeito,Telefone,Média,Em andamento,Daniela Lima,,Pendente,
CH00351,Dr. Levi Rios,Financeiro,2026-03-27 03:01:04,,Hardware,Impressora travada,E-mail,Média,Em andamento,Carlos Souza,,Pendente,
CH00352,Sr. Renan Azevedo,Comercial,2026-04-11 15:23:17,2026-04-11 17:29:17,Hardware,Teclado com defeito,Telefone,Alta,Resolvido,Daniela Lima,2.1,Sim,4.0
CH00353,Caleb Lopes,Operações,2026-03-26 18:01:15,2026-03-26 22:43:15,Acessos,Reset de senha AD,E-mail,Média,Fechado,Ana Silva,4.7,Sim,5.0
CH00354,Dra. Maria Fernanda Cardoso,Operações,2026-03-27 06:27:48,2026-03-28 00:03:48,Acessos,Permissão de pasta em rede,Portal de TI,Média,Reaberto,Daniela Lima,17.6,Sim,5.0
CH00355,Lucas Rios,Logística,2026-05-10 21:53:23,2026-05-12 02:47:23,Software/ERP,Erro ao emitir nota,Portal de TI,Baixa,Resolvido,Bruno Costa,28.9,Não,5.0
CH00356,Maria Rios,Operações,2026-03-29 18:16:17,2026-03-31 01:58:17,Redes,Wi-Fi instável,Telefone,Baixa,Reaberto,Carlos Souza,31.7,Não,5.0
CH00357,Srta. Laura Peixoto,Comercial,2026-04-27 22:57:58,2026-04-28 07:45:58,Software/ERP,Instalação de software,WhatsApp,Crítica,Fechado,Carlos Souza,8.8,Não,5.0
CH00358,Sr. Thiago Cunha,Comercial,2026-04-17 05:30:38,2026-04-18 08:42:38,Acessos,Criar novo usuário,E-mail,Média,Fechado,Daniela Lima,27.2,Não,5.0
CH00359,Rafaela Câmara,Operações,2026-04-01 21:59:57,,Hardware,Computador não liga,Telefone,Baixa,Em andamento,Ana Silva,,Pendente,
CH00360,Dr. Danilo Teixeira,RH,2026-03-28 09:37:08,2026-03-30 00:25:08,Hardware,Impressora travada,WhatsApp,Média,Resolvido,Bruno Costa,38.8,Não,5.0
CH00361,Heloisa Lima,Comercial,2026-04-13 22:33:46,2026-04-15 11:51:46,Software/ERP,Erro ao emitir nota,Telefone,Alta,Resolvido,Ana Silva,37.3,Não,4.0
CH00362,Amanda Pereira,Logística,2026-05-11 08:35:48,2026-05-13 07:29:48,Acessos,Criar novo usuário,Portal de TI,Baixa,Resolvido,Bruno Costa,46.9,Não,4.0
CH00363,Fernando da Mata,Operações,2026-04-12 20:39:01,2026-04-14 15:27:01,Software/ERP,Erro ao emitir nota,E-mail,Média,Fechado,Daniela Lima,42.8,Não,4.0
CH00364,Dr. André Cirino,RH,2026-04-16 21:26:18,2026-04-17 03:56:18,Acessos,Criar novo usuário,E-mail,Média,Resolvido,Carlos Souza,6.5,Sim,4.0
CH00365,Maria Liz Azevedo,Comercial,2026-03-31 19:15:07,2026-04-01 06:15:07,Acessos,Reset de senha AD,WhatsApp,Crítica,Fechado,Bruno Costa,11.0,Não,5.0
CH00366,Dra. Ana Borges,RH,2026-03-31 16:02:37,2026-04-01 22:44:37,Software/ERP,Acesso negado no sistema,Portal de TI,Baixa,Resolvido,Bruno Costa,30.7,Não,2.0
CH00367,Marcos Vinicius Leão,Logística,2026-05-08 09:33:58,2026-05-08 22:15:58,Redes,Wi-Fi instável,Telefone,Baixa,Resolvido,Daniela Lima,12.7,Sim,5.0
CH00368,Sr. Léo das Neves,Logística,2026-04-30 22:31:23,2026-05-01 22:25:23,Acessos,Reset de senha AD,E-mail,Alta,Reaberto,Bruno Costa,23.9,Não,5.0
CH00369,Antonella Aragão,RH,2026-04-18 09:19:07,2026-04-18 11:25:07,Software/ERP,Erro ao emitir nota,Portal de TI,Média,Resolvido,Bruno Costa,2.1,Sim,5.0
CH00370,Benicio Rocha,Operações,2026-04-01 23:58:45,2026-04-02 04:04:45,Redes,Cabo de rede desconectado,Telefone,Baixa,Fechado,Ana Silva,4.1,Sim,2.0
CH00371,Pedro Miguel Ribeiro,Comercial,2026-03-25 19:33:02,2026-03-27 00:51:02,Redes,Wi-Fi instável,E-mail,Média,Resolvido,Bruno Costa,29.3,Não,5.0
CH00372,Melina Leão,Financeiro,2026-04-28 01:28:40,2026-04-29 21:58:40,Software/ERP,Acesso negado no sistema,WhatsApp,Média,Resolvido,Ana Silva,44.5,Não,5.0
CH00373,Théo Camargo,RH,2026-04-13 09:58:36,2026-04-14 09:46:36,Redes,Cabo de rede desconectado,Portal de TI,Média,Resolvido,Daniela Lima,23.8,Sim,5.0
CH00374,Brenda da Paz,RH,2026-04-20 09:45:46,2026-04-20 18:21:46,Redes,Cabo de rede desconectado,Portal de TI,Baixa,Resolvido,Daniela Lima,8.6,Sim,5.0
CH00375,Valentina Rios,Comercial,2026-05-14 11:33:17,2026-05-15 00:39:17,Acessos,Reset de senha AD,Telefone,Alta,Resolvido,Carlos Souza,13.1,Não,4.0
CH00376,Henry Gonçalves,RH,2026-04-16 20:07:16,2026-04-17 17:31:16,Software/ERP,Instalação de software,E-mail,Baixa,Resolvido,Ana Silva,21.4,Sim,5.0
CH00377,André Costela,Financeiro,2026-05-15 01:58:49,,Acessos,Criar novo usuário,WhatsApp,Baixa,Em andamento,Daniela Lima,,Pendente,
CH00378,Davi Miguel Teixeira,Financeiro,2026-04-16 03:48:35,2026-04-17 05:42:35,Acessos,Criar novo usuário,Telefone,Média,Fechado,Carlos Souza,25.9,Não,3.0
CH00379,Luan Campos,Operações,2026-04-11 16:51:19,,Redes,Lentidão na VPN,E-mail,Alta,Em andamento,Ana Silva,,Pendente,
CH00380,Marina Cavalcanti,Financeiro,2026-03-18 15:27:50,2026-03-20 13:03:50,Hardware,Computador não liga,WhatsApp,Média,Fechado,Daniela Lima,45.6,Não,5.0
CH00381,Yasmin Santos,Financeiro,2026-03-30 10:28:35,,Hardware,Teclado com defeito,Portal de TI,Média,Em andamento,Carlos Souza,,Pendente,
CH00382,Maria Barbosa,Comercial,2026-04-09 05:38:55,2026-04-09 09:20:55,Acessos,Criar novo usuário,Portal de TI,Alta,Fechado,Daniela Lima,3.7,Sim,5.0
CH00383,Srta. Maya Almeida,Logística,2026-04-25 10:41:41,2026-04-26 20:29:41,Acessos,Reset de senha AD,E-mail,Baixa,Fechado,Bruno Costa,33.8,Não,5.0
CH00384,Levi Oliveira,RH,2026-05-01 12:45:25,2026-05-03 11:03:25,Redes,Lentidão na VPN,Portal de TI,Média,Resolvido,Carlos Souza,46.3,Não,5.0
CH00385,Maria Luiza Santos,Financeiro,2026-04-28 13:45:24,2026-04-29 21:21:24,Acessos,Reset de senha AD,Portal de TI,Baixa,Fechado,Daniela Lima,31.6,Não,5.0
CH00386,Danilo Guerra,Logística,2026-04-27 10:44:57,,Acessos,Reset de senha AD,Portal de TI,Média,Em andamento,Bruno Costa,,Pendente,
CH00387,Sr. Raul Sales,RH,2026-03-19 22:03:04,,Software/ERP,Acesso negado no sistema,Portal de TI,Média,Em andamento,Carlos Souza,,Pendente,
CH00388,Pedro Henrique Caldeira,Comercial,2026-04-22 00:37:47,2026-04-23 17:55:47,Hardware,Computador não liga,Telefone,Alta,Resolvido,Carlos Souza,41.3,Não,4.0
CH00389,Maria Liz Moura,Logística,2026-04-10 12:25:13,2026-04-11 19:37:13,Hardware,Impressora travada,Portal de TI,Média,Resolvido,Ana Silva,31.2,Não,5.0
CH00390,Luana Souza,Operações,2026-03-25 12:42:46,2026-03-26 04:00:46,Hardware,Teclado com defeito,WhatsApp,Baixa,Resolvido,Bruno Costa,15.3,Sim,5.0
CH00391,Lucas Gabriel Vasconcelos,Comercial,2026-04-19 20:34:30,2026-04-21 12:52:30,Acessos,Reset de senha AD,E-mail,Alta,Resolvido,Carlos Souza,40.3,Não,5.0
CH00392,Thomas Porto,Comercial,2026-04-03 05:13:46,2026-04-04 00:37:46,Redes,Wi-Fi instável,Telefone,Média,Resolvido,Daniela Lima,19.4,Sim,3.0
CH00393,Sophia Correia,RH,2026-03-28 23:09:11,2026-03-30 03:33:11,Hardware,Impressora travada,Portal de TI,Alta,Resolvido,Ana Silva,28.4,Não,5.0
CH00394,Sr. Isaac Caldeira,Financeiro,2026-04-20 19:33:19,2026-04-21 23:15:19,Hardware,Teclado com defeito,E-mail,Baixa,Resolvido,Carlos Souza,27.7,Não,2.0
CH00395,Gael Henrique Cavalcanti,Financeiro,2026-04-01 02:41:30,2026-04-02 20:17:30,Redes,Cabo de rede desconectado,E-mail,Média,Resolvido,Ana Silva,41.6,Não,2.0
CH00396,Breno Cavalcanti,Logística,2026-05-15 09:08:35,2026-05-17 06:26:35,Software/ERP,Acesso negado no sistema,Portal de TI,Média,Resolvido,Daniela Lima,45.3,Não,4.0
CH00397,Melissa Rodrigues,RH,2026-05-04 20:49:41,2026-05-06 05:31:41,Acessos,Criar novo usuário,WhatsApp,Média,Resolvido,Carlos Souza,32.7,Não,4.0
CH00398,Luna Pires,Comercial,2026-05-11 16:48:47,2026-05-12 06:42:47,Acessos,Reset de senha AD,Portal de TI,Média,Resolvido,Carlos Souza,13.9,Sim,4.0
CH00399,Pedro Lucas Azevedo,Financeiro,2026-04-17 14:06:32,2026-04-19 00:24:32,Software/ERP,Erro ao emitir nota,E-mail,Baixa,Fechado,Ana Silva,34.3,Não,3.0
CH00400,Liz Vieira,RH,2026-05-02 10:07:02,2026-05-03 15:07:02,Hardware,Teclado com defeito,Telefone,Alta,Fechado,Carlos Souza,29.0,Não,4.0
CH00401,Ana Laura Fogaça,Financeiro,2026-04-13 13:29:16,2026-04-14 08:23:16,Hardware,Impressora travada,Telefone,Média,Resolvido,Carlos Souza,18.9,Sim,5.0
CH00402,Leonardo Martins,RH,2026-05-06 03:37:57,2026-05-07 20:01:57,Hardware,Impressora travada,Telefone,Alta,Resolvido,Bruno Costa,40.4,Não,3.0
CH00403,Benjamin Freitas,RH,2026-04-30 18:29:15,2026-05-01 21:35:15,Software/ERP,Instalação de software,E-mail,Média,Fechado,Carlos Souza,27.1,Não,3.0
CH00404,Caleb Pimenta,Operações,2026-04-14 18:23:23,2026-04-15 14:53:23,Software/ERP,Acesso negado no sistema,Portal de TI,Alta,Resolvido,Daniela Lima,20.5,Não,3.0
CH00405,Maria Isis Martins,Financeiro,2026-05-14 13:45:29,2026-05-16 07:27:29,Redes,Cabo de rede desconectado,WhatsApp,Média,Fechado,Daniela Lima,41.7,Não,5.0
CH00406,Ana Cecília Machado,Logística,2026-05-13 05:43:02,2026-05-14 23:37:02,Hardware,Impressora travada,Telefone,Média,Resolvido,Bruno Costa,41.9,Não,5.0
CH00407,Esther Duarte,RH,2026-05-12 09:30:30,2026-05-13 23:00:30,Hardware,Impressora travada,WhatsApp,Média,Resolvido,Daniela Lima,37.5,Não,5.0
CH00408,Sarah Cassiano,Financeiro,2026-05-15 15:13:03,2026-05-15 23:43:03,Acessos,Reset de senha AD,Telefone,Média,Resolvido,Daniela Lima,8.5,Sim,4.0
CH00409,Bella Fernandes,Comercial,2026-03-23 21:37:41,2026-03-24 16:19:41,Hardware,Teclado com defeito,WhatsApp,Crítica,Resolvido,Carlos Souza,18.7,Não,5.0
CH00410,Emanuella Aparecida,Comercial,2026-03-26 01:57:11,2026-03-26 03:21:11,Hardware,Computador não liga,Portal de TI,Média,Fechado,Bruno Costa,1.4,Sim,5.0
CH00411,Sra. Maysa Moura,RH,2026-04-10 22:44:11,,Software/ERP,Erro ao emitir nota,WhatsApp,Média,Em andamento,Carlos Souza,,Pendente,
CH00412,Eduarda Fonseca,Financeiro,2026-05-07 15:32:35,2026-05-08 16:44:35,Acessos,Criar novo usuário,Portal de TI,Média,Fechado,Daniela Lima,25.2,Não,5.0
CH00413,Mathias Jesus,Financeiro,2026-04-23 02:15:36,2026-04-24 23:45:36,Acessos,Reset de senha AD,E-mail,Baixa,Resolvido,Bruno Costa,45.5,Não,3.0
CH00414,Ana Júlia Vieira,Comercial,2026-04-19 17:54:16,2026-04-20 18:24:16,Redes,Cabo de rede desconectado,WhatsApp,Baixa,Resolvido,Ana Silva,24.5,Não,5.0
CH00415,Lucas Brito,Logística,2026-04-19 09:14:29,2026-04-19 10:38:29,Acessos,Permissão de pasta em rede,WhatsApp,Média,Resolvido,Carlos Souza,1.4,Sim,4.0
CH00416,Maria Isis da Paz,RH,2026-05-11 01:36:01,2026-05-12 11:06:01,Software/ERP,Acesso negado no sistema,Portal de TI,Baixa,Resolvido,Bruno Costa,33.5,Não,4.0
CH00417,Dra. Clarice Farias,RH,2026-04-11 08:38:40,2026-04-12 09:26:40,Software/ERP,Erro ao emitir nota,Telefone,Alta,Resolvido,Bruno Costa,24.8,Não,4.0
CH00418,Cecília Ferreira,Logística,2026-03-25 19:21:55,2026-03-27 11:21:55,Software/ERP,Instalação de software,Portal de TI,Média,Resolvido,Bruno Costa,40.0,Não,1.0
CH00419,Maria Júlia Cardoso,Logística,2026-04-17 00:20:39,,Hardware,Teclado com defeito,Portal de TI,Média,Em andamento,Bruno Costa,,Pendente,
CH00420,Srta. Luana Novais,Logística,2026-05-14 15:59:54,,Redes,Lentidão na VPN,E-mail,Média,Em andamento,Ana Silva,,Pendente,
CH00421,Luísa Cardoso,Comercial,2026-04-23 11:10:42,2026-04-24 22:04:42,Hardware,Impressora travada,Portal de TI,Baixa,Fechado,Daniela Lima,34.9,Não,3.0
CH00422,Otávio Moraes,Comercial,2026-05-08 00:02:14,,Redes,Cabo de rede desconectado,Portal de TI,Alta,Em andamento,Daniela Lima,,Pendente,
CH00423,Luiz Miguel das Neves,Financeiro,2026-04-22 00:34:21,2026-04-23 13:04:21,Hardware,Teclado com defeito,Portal de TI,Baixa,Fechado,Carlos Souza,36.5,Não,5.0
CH00424,Luigi Vargas,Financeiro,2026-04-04 09:29:41,2026-04-04 22:41:41,Software/ERP,Acesso negado no sistema,WhatsApp,Crítica,Fechado,Daniela Lima,13.2,Não,4.0
CH00425,Henry Gabriel Carvalho,Financeiro,2026-05-04 02:32:43,2026-05-05 18:44:43,Acessos,Permissão de pasta em rede,WhatsApp,Média,Resolvido,Bruno Costa,40.2,Não,4.0
CH00426,Juan Viana,Logística,2026-04-01 22:30:01,2026-04-03 19:48:01,Acessos,Criar novo usuário,Telefone,Baixa,Resolvido,Bruno Costa,45.3,Não,5.0
CH00427,Ágatha Sousa,Logística,2026-03-27 17:07:37,2026-03-28 22:37:37,Hardware,Impressora travada,WhatsApp,Média,Resolvido,Daniela Lima,29.5,Não,3.0
CH00428,Lucca Vargas,Comercial,2026-05-08 00:21:34,2026-05-09 07:57:34,Hardware,Teclado com defeito,WhatsApp,Baixa,Resolvido,Daniela Lima,31.6,Não,5.0
CH00429,Maria Flor Cassiano,Operações,2026-03-30 14:49:06,2026-03-31 07:43:06,Acessos,Reset de senha AD,WhatsApp,Baixa,Resolvido,Ana Silva,16.9,Sim,4.0
CH00430,Enzo Silveira,Logística,2026-04-02 15:30:55,2026-04-04 08:18:55,Hardware,Computador não liga,Portal de TI,Baixa,Resolvido,Bruno Costa,40.8,Não,3.0
CH00431,Noah Fonseca,Financeiro,2026-04-29 09:18:17,2026-04-30 09:54:17,Acessos,Permissão de pasta em rede,WhatsApp,Baixa,Resolvido,Daniela Lima,24.6,Não,5.0
CH00432,Larissa Sá,Logística,2026-04-09 22:56:14,2026-04-10 03:38:14,Software/ERP,Erro ao emitir nota,WhatsApp,Média,Resolvido,Ana Silva,4.7,Sim,5.0
CH00433,Vitor da Costa,Operações,2026-04-30 11:31:47,2026-05-01 14:07:47,Software/ERP,Instalação de software,E-mail,Baixa,Resolvido,Daniela Lima,26.6,Não,4.0
CH00434,Evelyn Freitas,Operações,2026-04-16 22:33:51,2026-04-17 01:39:51,Acessos,Permissão de pasta em rede,Telefone,Baixa,Reaberto,Carlos Souza,3.1,Sim,5.0
CH00435,Nicole Vargas,Comercial,2026-05-12 06:37:31,2026-05-13 19:13:31,Software/ERP,Acesso negado no sistema,Portal de TI,Baixa,Fechado,Ana Silva,36.6,Não,5.0
CH00436,Sarah Moura,Logística,2026-04-14 06:01:39,,Hardware,Teclado com defeito,WhatsApp,Baixa,Em andamento,Carlos Souza,,Pendente,
CH00437,Guilherme Pereira,Comercial,2026-04-27 13:00:08,2026-04-29 09:42:08,Acessos,Reset de senha AD,WhatsApp,Baixa,Resolvido,Daniela Lima,44.7,Não,5.0
CH00438,Benjamim Ramos,Logística,2026-03-31 07:56:38,,Redes,Cabo de rede desconectado,E-mail,Média,Em andamento,Daniela Lima,,Pendente,
CH00439,Sr. Valentim Campos,Logística,2026-05-03 13:18:33,,Acessos,Criar novo usuário,E-mail,Média,Em andamento,Bruno Costa,,Pendente,
CH00440,Enrico da Mata,Logística,2026-04-14 13:41:48,2026-04-15 08:35:48,Software/ERP,Instalação de software,Telefone,Baixa,Fechado,Bruno Costa,18.9,Sim,4.0
CH00441,Clara Lopes,Logística,2026-04-30 12:26:29,2026-05-02 11:02:29,Hardware,Computador não liga,Portal de TI,Crítica,Resolvido,Carlos Souza,46.6,Não,5.0
CH00442,Rael Ferreira,Comercial,2026-03-26 19:09:36,2026-03-28 01:39:36,Software/ERP,Instalação de software,E-mail,Alta,Fechado,Bruno Costa,30.5,Não,5.0
CH00443,Ana Júlia Gonçalves,Logística,2026-03-20 11:35:52,2026-03-21 03:23:52,Software/ERP,Instalação de software,Telefone,Média,Resolvido,Carlos Souza,15.8,Sim,5.0
CH00444,Sr. Matheus Barros,RH,2026-05-05 15:12:47,2026-05-05 16:18:47,Acessos,Reset de senha AD,WhatsApp,Média,Fechado,Bruno Costa,1.1,Sim,5.0
CH00445,Arthur Dias,Comercial,2026-04-23 07:03:42,2026-04-25 06:15:42,Hardware,Computador não liga,E-mail,Média,Resolvido,Ana Silva,47.2,Não,4.0
CH00446,Dra. Lívia Vieira,Operações,2026-03-27 12:19:56,2026-03-28 18:07:56,Hardware,Teclado com defeito,Telefone,Média,Resolvido,Bruno Costa,29.8,Não,4.0
CH00447,Arthur Miguel da Paz,Logística,2026-04-01 01:46:17,2026-04-02 11:22:17,Redes,Cabo de rede desconectado,Telefone,Média,Resolvido,Carlos Souza,33.6,Não,4.0
CH00448,Srta. Olivia Machado,Comercial,2026-05-02 18:21:06,2026-05-04 06:09:06,Acessos,Reset de senha AD,E-mail,Baixa,Reaberto,Bruno Costa,35.8,Não,5.0
CH00449,Bruno Almeida,Operações,2026-05-16 15:19:02,2026-05-18 00:13:02,Hardware,Teclado com defeito,WhatsApp,Baixa,Resolvido,Daniela Lima,32.9,Não,5.0
